title,Screen Size,Processor Brand,Processor Speed
"Acer Nitro Gaming AN515-57-54MV i5 11400H (NH.QENSV.003) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"Acer Nitro Gaming AN515-57-5669 i5 11400H (NH.QEHSV.001) (Core i5, 15.6 inches)",15.6 inches,Intel Core i5,I do not know.
"Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"VAIO FE14 i5 1235U (VWNC51427-BK) (Core i5, 14.0 inches)",14.0 inches,Intel,I do not know.
"Acer Aspire Gaming A715-43G-R8GA R5 5625U (NH.QHDSV.002) (Ryzen 5, 15.6 inches)",15.6 inches,Ryzen 5,I do not know.
"Acer Aspire 5 A515-58GM-53PZ i5 13420H (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"Acer Swift Go SFG14-41-R19Z R5 7530U (NX.KG3SV.001) (Ryzen 5, 14 inches)",14 inches,Ryzen 5,I do not know.
"MSI Gaming Cyborg 15 A12UCX-281VN i5 12450H (Core i5, 15.6 inches)",15.6 inches,Intel Core i5,I do not know.
"Lenovo Ideapad Slim 5 Light 14ABR8 R7 7730U (82XS002JVN) (Ryzen 7, 14.0 inches)",14.0 inches,AMD,I do not know.
"Asus Vivobook A1503ZA-L1139W i5 12500H (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"Acer Aspire 7 Gaming A715-43G-R09Q R5 5625U (NH.QHBSV.003) (Ryzen 5, 15.6 inches)",15.6 inches,Ryzen 5,I do not know.
"Acer Aspire 5 A515-58P-56RP i5 1335U (NX.KHJSV.008) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"HP Pavilion 15-eg2083TU i5 1240P (7C0W9PA) (Core i5, 15,6 inches)",15.6 inches,Intel,I do not know.
"Dell Inspiron 15 N3520 i5 1235U (25P231) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"MSI Modern 15 B7M-238VN R7 7730U (Ryzen 7, 15.6 inches)",15.6 inches,Ryzen,I do not know.
"Asus Vivobook M1605YA-MB303W R7 7730U (Ryzen 7, 16 inches)",16 inches,Ryzen,I do not know.
"Asus Vivobook M3504YA-L1144W R5 7530U (Ryzen 5, 15.6 inches)",15.6 inches,Ryzen 5,I do not know.
"Asus Vivobook X1605VA-MB105W i5 1335U (Core i5, 16 inches)",16 inches,Intel,I do not know.
"Dell Inspiron 15 N3520 i5 1235U (N5I5122W1) (Core i5, 15.6 inches)",15.6 inches,Intel Core i5,I do not know.
"MSI Gaming GF63 Thin 11SC-664VN i5 11400H (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"Lenovo V14 G4 IRU i5 1335U (83A00010VN) (Core i5Core i5, 14 inches)",14 inches,Intel,I do not know.
"Acer Aspire 5 A514-54-5127 i5 1135G7 (NX.A28SV.007) (Core i5, 14.0 inches)",14.0 inches,Intel Core i5,I do not know.
"Acer Swift 3 SF314-511-55QE i5 1135G7 (NX.ABNSV.003) (Core i5, 14.0 inches)",14.0 inches,Intel,I do not know.
"Asus Vivobook X1502ZA-BQ126W i5 1240P (Core i5, 15.6 inches)",15.6 inches,Intel Core i5,I do not know.
"MSI Modern 14 C13M-458VN i5 1335U (Core i5, 14 inches)",14 inches,Intel,I do not know.
"Lenovo V15 G4 IAH i5 12500H (83FS0032VN) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"Acer Swift 3 SF314-43-R4X3 R5 5500U (NX.AB1SV.004) (Ryzen 5, 14.0 inches)",14.0 inches,Ryzen 5,I do not know.
"Lenovo IdeaPad 3 15ITL6 i5 1155G7 (82H803RWVN) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"Acer Aspire 3 A315-59-51X8 i5 1235U (NX.K6TSV.00F) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"MSI Modern 15 B13M-438VN i5 1335U (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"MSI Modern 15 B7M-231VN R5 7530U (Ryzen 5, 15.6 inches)",15.6 inches,Ryzen 5,I do not know.
"Lenovo Ideapad 1 - 14ALC7 R7 5700U (82R30077VN) (Ryzen 7, 14 inches)",14 inches,AMD,I do not know.
"Acer Aspire 3 A314-23M-R4TX R5 7520U (NX.KEXSV.001) (Ryzen 5, 14.0 inches)",14.0 inches,Ryzen 5,I do not know.
"Acer Aspire 3 A315-58-54M5 i5 1135G7 (NX.ADDSV.00M) (Core i5, 15.6 inches)",15.6 inches,Intel,I do not know.
"MSI Modern 15 B7M-098VN R7 7730U (Ryzen 7, 15.6 inches)",15.6 inches,Ryzen,I do not know.
"Acer Aspire 5 A515-58P-351N i3 1305U (NX.KHJSV.007) (Core i3, 15.6 inches)",15.6 inches,Intel,I do not know.
"Huawei MateBook D14 BE i3 1215U (Core i3, 14.0 inches)",14.0 inches,Intel,I do not know.
"HP 15s-fq5230TU i3-1215U (8U238PA) (Core i3, 15.6 inches)",15.6 inches,Intel,I do not know.
"HP 245 G9 R5 5625U (6L1N8PA) (Ryzen 5, 14.0 inches)",14.0 inches,AMD,I do not know.
"Asus Vivobook X1404ZA-NK075W i3 1215U (Core i3, 14.0 inches)",14.0 inches,Intel,I do not know.
"Asus Vivobook E1504FA-NJ426W R3 7320U (Ryzen 3, 15.6 inches)",15.6 inches,Ryzen 3,I do not know.
"HP 14s-em0080AU R3 7320U (80R30PA) (Ryzen 3, 14.0 inches)",14.0 inches,AMD,I do not know.
"HP 15s-fq2712TU i3 1115G4 (7C0X2PA) (Core i3, 15.6 inches)",15.6 inches,Intel,I do not know.
"Asus ROG Strix SCAR 18 G834JYR-R6011W i9-14900HX (Core i9, 18 inches)",18 inches,Intel Core i9,I do not know.
"MacBook Pro 16 2023 M3 Max 16 CPU/40 GPU/48GB/1TB (M3 Max, 16.2 inches)",16.2 inches,M3 Max,I do not know.
"Asus ROG Strix SCAR 16 G634JZR-NM009W i9-14900HX (Core i9, 16 inches)",16 inches,Intel Core i9,I do not know.
"MacBook Pro 16 2023 M3 Max 14 CPU/30 GPU/36GB/1TB (M3 Max, 16.2 inches)",16.2 inches,I do not know.,I do not know.
"MacBook Pro 14 2023 M3 Max 14 CPU/30 GPU/36GB/1TB (M3 Max, 14.2 inches)",14.2 inches,M3 Max,I do not know.
"Asus Gaming ROG Zephyrus G16 GU605MI-QR116W Ultra 9-185H (Core Ultra 9, 16 inches)",16 inches,I do not know.,I do not know.
"MacBook Pro 16 2023 M3 Pro 12 CPU/18 GPU/36GB/512GB (M3 Pro, 16.2 inches)",16.2 inches,I do not know.,I do not know.
"Asus ROG Strix G18 G814JIR-N6007W i9-14900HX (Core i9, 18 inches)",18 inches,Intel Core i9,I do not know.
"Asus Gaming ROG Zephyrus G16 GU605MV-QR135W Ultra 9-185H (Core Ultra 9, 16 inches)",16 inches,I do not know.,I do not know.
"Asus Gaming ROG Zephyrus G14 GA403UU-QS101W R9-8945HS (Ryzen 9, 16 inches)",16 inches,AMD,I do not know.
"Lenovo Legion Pro 5 16IRX9 i9 14900HX (83DF0047VN) (Core i9, 16 inches)",16 inches,Intel,I do not know.
"Lenovo Gaming Legion 5 16IRX9 i7-14650HX (83DG004YVN) (Core i7, 16 inches)",16 inches,Intel,I do not know.
"Asus TUF Gaming FA507NU-LP131W R5 7535HS (Ryzen 5, 15.6 inches)",15.6 inches,Ryzen 5,I do not know.
"Asus Zenbook 14 OLED UM3402YA-KM405W R5-7530U (Ryzen 5, 14 inches)",14 inches,Ryzen 5,I do not know.
"Asus Vivobook A1505VA-L1201W i9 13900H (Core i9, 15.6 inches)",15.6 inches,I do not know.,I do not know.
"ASUS Zenbook 14 OLED UM3402YA-KM826W R5-7430U (Ryzen 5, 14 inches)",14 inches,Ryzen 5,I do not know.
"Asus TUF Gaming FA506NC-HN011W R5-7535HS (Ryzen 5, 15.6 inches)",15.6 inches,AMD,I do not know.
"Asus TUF Gaming A15 FA506NF-HN012W R5-7535HS (Ryzen 5, 15.6 inches)",15.6 inches,AMD,I do not know.
"MSI Modern 15 B12MO-487VN i7 1255U (Core i7, 15.6 inches)",15.6 inches,Intel,I do not know.
"Lenovo Ideapad Flex 5 14ALC7 R7 5700U (82R900ECVN) (Ryzen 7, 14 inches)",14 inches,AMD,I do not know.
"Lenovo IdeaPad Slim 3 14IAH8 i5 12450H (83EQ0009VN) (Core i5, 14 inches)",14 inches,Intel,I do not know.
"Lenovo Ideapad Flex 5 14ALC7 R5 5500U (82R900EDVN) (Ryzen 5, 14 inches)",14 inches,AMD,I do not know.
